Timestamp (S),Arc Main Current (A),Arc Main Voltage (V),Arc Main Energy (J)
6.42225,0.001443676,,0.0324179
6.4225,0.001434123,,0.03241898
6.42275,0.001405413,,0.03242004
6.423,0.001348305,3.02,0.03242106
6.42325,0.001128025,,0.03242191
6.4235,0.000975578,,0.03242265
6.42375,0.000817518,,0.03242326
6.424,0.000672261,3.02,0.03242377
6.42425,0.000483853,,0.03242414
6.4245,0.000458217,,0.03242448
6.42475,0.000475216,,0.03242484
6.425,0.000516008,3.006,0.03242522
6.42525,0.000584449,,0.03242566
6.4255,0.000599151,,0.0324261
6.42575,0.00061987,,0.03242656
6.426,0.000673542,2.972,0.03242706
6.42625,0.000961048,,0.03242778
6.4265,0.001200082,,0.03242867
6.42675,0.001473047,,0.03242976
6.427,0.00174035,2.971,0.03243106
6.42725,0.001958826,,0.03243252
6.4275,0.002094791,,0.03243409
6.42775,0.002081684,,0.03243564
6.428,0.001976727,2.989,0.03243712
6.42825,0.001854248,,0.03243851
6.4285,0.001742215,,0.03243982
6.42875,0.001654602,,0.03244106
6.429,0.001600603,3.006,0.03244227
6.42925,0.00160979,,0.03244348
6.4295,0.001651024,,0.03244473
6.42975,0.001683057,,0.032446
6.43,0.001677808,3.02,0.03244727
6.43025,0.001488337,,0.03244839
6.4305,0.001315209,,0.03244939
6.43075,0.001122477,,0.03245023
6.431,0.000939854,3.024,0.03245095
6.43125,0.000684068,,0.03245146
6.4315,0.00062453,,0.03245193
6.43175,0.000604342,,0.03245239
6.432,0.000605201,3.014,0.03245284
6.43225,0.000605524,,0.03245329
6.4325,0.000596536,,0.03245374
6.43275,0.000591923,,0.03245418
6.433,0.000605197,2.984,0.03245463
6.43325,0.000756832,,0.03245519
6.4335,0.000927382,,0.03245588
6.43375,0.001161742,,0.03245675
6.434,0.001434859,2.969,0.03245781
6.43425,0.001706827,,0.03245908
6.4345,0.001931895,,0.03246053
6.43475,0.002073346,,0.03246207
6.435,0.002115767,2.985,0.03246365
6.43525,0.001685055,,0.03246492
6.4355,0.001579855,,0.0324661
6.43575,0.001533552,,0.03246725
6.436,0.001548686,3.003,0.03246842
6.43625,0.001548686,,0.03246958
6.4365,0.001605557,,0.0324708
6.43675,0.001666571,,0.03247205
6.437,0.001693435,3.017,0.03247333
6.43725,0.001555586,,0.03247451
6.4375,0.001400221,,0.03247556
6.43775,0.001219178,,0.03247649
6.438,0.001041751,3.024,0.03247727
6.43825,0.000763959,,0.03247785
6.4385,0.000674805,,0.03247836
6.43875,0.000613762,,0.03247882
6.439,0.000572727,3.016,0.03247925
6.43925,0.000525566,,0.03247965
6.4395,0.000521191,,0.03248004
6.43975,0.00053128,,0.03248043
6.44,0.000552981,2.993,0.03248085
6.44025,0.000587358,,0.03248128
6.4405,0.000648652,,0.03248176
6.44075,0.000757657,,0.03248233
6.441,0.000929898,2.967,0.03248302
6.44125,0.00142691,,0.03248408
6.4415,0.001687029,,0.03248534
6.44175,0.001898762,,0.03248675
6.442,0.002029379,2.982,0.03248827
6.44225,0.002018834,,0.03248978
6.4425,0.001907925,,0.03249121
6.44275,0.001767381,,0.03249253
6.443,0.001639886,2.998,0.03249376
6.44325,0.001556307,,0.03249494
6.4435,0.001600778,,0.03249614
6.44375,0.001662717,,0.03249739
6.444,0.0017037,3.014,0.03249868
6.44425,0.001630267,,0.03249991
6.4445,0.001514252,,0.03250106
6.44475,0.00136797,,0.03250209
6.445,0.001211177,3.023,0.032503
6.44525,0.000923154,,0.0325037
6.4455,0.000805749,,0.03250431
6.44575,0.000707544,,0.03250484
6.446,0.000626542,3.019,0.03250532
6.44625,0.000563322,,0.03250574
6.4465,0.000521874,,0.03250613
6.44675,0.000519131,,0.03250652
6.447,0.000543908,3.002,0.03250693
6.44725,0.00057277,,0.03250735
6.4475,0.00060895,,0.03250781
6.44775,0.000669409,,0.0325083
6.448,0.000775591,2.969,0.03250888
6.44825,0.001158947,,0.03250974
6.4485,0.001411677,,0.03251079
6.44875,0.001663277,,0.03251203
6.449,0.001874872,2.976,0.03251342
6.44925,0.002069142,,0.03251497
6.4495,0.002035975,,0.0325165
6.44975,0.001937628,,0.03251795
6.45,0.001816189,2.995,0.03251931
6.45025,0.001661403,,0.03252056
6.4505,0.001653364,,0.0325218
6.45075,0.001670187,,0.03252306
6.451,0.001688832,3.011,0.03252433
6.45125,0.001663628,,0.03252559
6.4515,0.001606302,,0.0325268
6.45175,0.001518509,,0.03252795
6.452,0.001403961,3.022,0.03252901
6.45225,0.001117684,,0.03252985
6.4525,0.000966681,,0.03253058
6.45275,0.000827189,,0.03253121
6.453,0.000710097,3.023,0.03253175
6.45325,0.000624592,,0.03253222
6.4535,0.000577672,,0.03253265
6.45375,0.000569671,,0.03253308
6.454,0.000589289,3.01,0.03253352
6.45425,0.00063293,,0.03253399
6.4545,0.000637149,,0.03253447
6.45475,0.000643697,,0.03253495
6.455,0.000674287,2.975,0.03253545
6.45525,0.000894401,,0.03253611
6.4555,0.001099234,,0.03253693
6.45575,0.001348105,,0.03253793
6.456,0.001604741,2.973,0.03253912
6.45625,0.001974501,,0.0325406
6.4565,0.002027457,,0.03254212
6.45675,0.001990204,,0.0325436
6.457,0.001893148,2.99,0.03254502
6.45725,0.001683892,,0.03254628
6.4575,0.00162079,,0.0325475
6.45775,0.001590134,,0.0325487
6.458,0.001586959,3.007,0.03254989
6.45825,0.001622204,,0.03255112
6.4585,0.00162826,,0.03255234
6.45875,0.001603773,,0.03255356
6.459,0.001535199,3.019,0.03255471
6.45925,0.001418966,,0.03255579
6.4595,0.00126633,,0.03255674
6.45975,0.001095879,,0.03255757
6.46,0.000930828,3.024,0.03255828
6.46025,0.000681932,,0.03255879
6.4605,0.000613582,,0.03255925
6.46075,0.000582954,,0.03255969
6.461,0.000577824,3.014,0.03256013
6.46125,0.000589835,,0.03256057
6.4615,0.000592341,,0.03256101
6.46175,0.000597167,,0.03256145
6.462,0.000612994,2.983,0.03256191
6.46225,0.000730565,,0.03256245
6.4625,0.000866113,,0.0325631
6.46275,0.001063523,,0.03256389
6.463,0.001308276,2.97,0.03256486
6.46325,0.001803475,,0.0325662
6.4635,0.00197107,,0.03256768
6.46375,0.002048128,,0.03256921
6.464,0.002036877,2.987,0.03257073
6.46425,0.001844491,,0.03257211
6.4645,0.001721448,,0.0325734
6.46475,0.001614213,,0.03257462
6.465,0.001547243,3.003,0.03257578
6.46525,0.001529433,,0.03257693
6.4655,0.001551026,,0.0325781
6.46575,0.001586684,,0.0325793
6.466,0.00160644,3.017,0.03258051
6.46625,0.001519344,,0.03258166
6.4665,0.001409992,,0.03258272
6.46675,0.001274089,,0.03258369
6.467,0.001128087,3.024,0.03258454
6.46725,0.000851634,,0.03258518
6.4675,0.000733521,,0.03258574
6.46775,0.000635896,,0.03258621
6.468,0.000561779,3.016,0.03258664
6.46825,0.000491953,,0.03258701
6.4685,0.000498198,,0.03258738
6.46875,0.000527322,,0.03258777
6.469,0.000567469,2.992,0.0325882
6.46925,0.000654607,,0.03258868
6.4695,0.000727813,,0.03258922
6.46975,0.000853636,,0.03258986
6.47,0.001044437,2.966,0.03259063
6.47025,0.001558675,,0.03259179
6.4705,0.001805502,,0.03259314
6.47075,0.001988894,,0.03259462
6.471,0.002085063,2.98,0.03259617
6.47125,0.002026265,,0.03259769
6.4715,0.001913221,,0.03259912
6.47175,0.001788693,,0.03260046
6.472,0.001692349,2.998,0.03260173
6.47225,0.001645614,,0.03260297
6.4725,0.001646663,,0.03260421
6.47275,0.001672716,,0.03260547
6.473,0.001694081,3.013,0.03260675
6.47325,0.001644048,,0.03260799
6.4735,0.001564005,,0.03260917
6.47375,0.001456257,,0.03261027
6.474,0.001331947,3.023,0.03261128
6.47425,0.001061649,,0.03261208
6.4745,0.000929248,,0.03261278
6.47475,0.000805977,,0.03261339
6.475,0.000698224,3.02,0.03261392
6.47525,0.000555359,,0.03261434
6.4755,0.000532381,,0.03261474
6.47575,0.000542569,,0.03261514
6.476,0.000571299,3.003,0.03261557
6.47625,0.000627482,,0.03261604
6.4765,0.000661422,,0.03261653
6.47675,0.000729174,,0.03261707
6.477,0.000853812,2.969,0.0326177
6.47725,0.001040972,,0.03261848
6.4775,0.001535745,,0.03261962
6.47775,0.00177085,,0.03262094
6.478,0.0019458,2.977,0.03262239
6.47825,0.002036317,,0.03262391
6.4785,0.002035458,,0.03262544
6.47875,0.00195773,,0.0326269
6.479,0.001836908,2.995,0.03262828
6.47925,0.00163319,,0.03262951
6.4795,0.001592801,,0.03263071
6.47975,0.001586091,,0.0326319
6.48,0.001594898,3.011,0.0326331
6.48025,0.001601053,,0.03263431
6.4805,0.001578265,,0.0326355
6.48075,0.001530458,,0.03263666
6.481,0.001450795,3.021,0.03263775
6.48125,0.0011907,,0.03263865
6.4815,0.00102685,,0.03263943
6.48175,0.000862862,,0.03264008
6.482,0.000717021,3.022,0.03264062
6.48225,0.000532238,,0.03264102
6.4825,0.000508553,,0.03264141
6.48275,0.000523226,,0.0326418
6.483,0.000555904,3.009,0.03264222
6.48325,0.000590822,,0.03264266
6.4835,0.000590405,,0.0326431
6.48375,0.000604703,,0.03264354
6.484,0.000662395,2.973,0.03264404
6.48425,0.000786439,,0.03264462
6.4845,0.000983935,,0.03264535
6.48475,0.00124134,,0.03264627
6.485,0.001525101,2.97,0.03264741
6.48525,0.001985805,,0.03264889
6.4855,0.002087915,,0.03265045
6.48575,0.002088005,,0.03265201
6.486,0.002008152,2.989,0.03265351
6.48625,0.001776824,,0.03265485
6.4865,0.001689492,,0.03265612
6.48675,0.001634998,,0.03265735
6.487,0.001612443,3.007,0.03265856
6.48725,0.001644869,,0.0326598
6.4875,0.001671767,,0.03266106
6.48775,0.00167982,,0.03266233
6.488,0.001645638,3.02,0.03266357
6.48825,0.001416574,,0.03266464
6.4885,0.001240808,,0.03266558
6.48875,0.001056187,,0.03266638
6.489,0.00088631,3.024,0.03266705
6.48925,0.00065746,,0.03266755
6.4895,0.000607959,,0.032668
6.48975,0.000593205,,0.03266845
6.49,0.000596303,3.013,0.0326689
6.49025,0.000600494,,0.03266935
6.4905,0.000597229,,0.03266979
6.49075,0.000591378,,0.03267023
6.491,0.00059162,2.983,0.03267067
6.49125,0.000672166,,0.03267117
6.4915,0.000790544,,0.03267176
6.49175,0.000978037,,0.03267249
6.492,0.001224858,2.968,0.03267339
6.49225,0.001766085,,0.03267471
6.4925,0.001971511,,0.03267618
6.49275,0.002085984,,0.03267774
6.493,0.002102408,2.986,0.03267931
6.49325,0.001920563,,0.03268075
6.4935,0.00178493,,0.03268209
6.49375,0.00165885,,0.03268334
6.494,0.001571322,3.003,0.03268452
6.49425,0.001570098,,0.0326857
6.4945,0.001630409,,0.03268693
6.49475,0.001685382,,0.0326882
6.495,0.001697403,3.018,0.03268949
6.49525,0.00151588,,0.03269063
6.4955,0.001339293,,0.03269164
6.49575,0.001144696,,0.03269251
6.496,0.000961318,3.024,0.03269324
6.49625,0.000698238,,0.03269376
6.4965,0.000625038,,0.03269423
6.49675,0.000582223,,0.03269467
6.497,0.000559065,3.017,0.03269509
6.49725,0.000551187,,0.03269551
6.4975,0.000555776,,0.03269592
6.49775,0.000573715,,0.03269635
6.498,0.000599298,2.993,0.0326968
6.49825,0.000645809,,0.03269728
6.4985,0.000686132,,0.03269779
6.49875,0.000771571,,0.03269836
6.499,0.000924995,2.967,0.03269905
6.49925,0.001416835,,0.0327001
6.4995,0.001687181,,0.03270136
